100
68 176
45 26 627
5 18 986
17 4 91
41 49 345
29 38 586
40 41 136
3 37 392
72 43 362
12 37 591
53 36 751
3 62 84
22 60 852
24 50 474
21 19 668
14 23 54
15 18 498
38 56 414
32 35 872
18 62 508
63 47 69
34 67 253
39 58 79
39 37 596
2 48 903
56 22 657
68 45 637
50 17 726
62 38 470
35 8 898
31 18 365
40 30 500
47 45 806
39 34 59
23 40 766
26 58 288
51 52 395
47 37 509
61 12 56
28 66 848
32 19 51
71 30 145
53 65 127
2 32 47
57 36 235
57 37 576
41 23 372
14 37 822
15 17 85
2 8 835
66 25 378
22 66 517
10 3 728
71 57 18
11 9 405
71 67 970
52 29 119
59 70 868
5 34 338
51 18 708
58 10 533
46 41 75
12 45 493
64 23 251
28 5 530
48 61 815
52 55 824
25 65 19
28 64 280
26 72 629
11 62 463
71 45 752
8 38 829
33 67 520
51 37 309
55 19 167
41 39 678
28 3 807
61 60 914
54 49 970
15 46 448
14 2 784
60 34 911
37 15 481
71 14 112
58 35 39
22 68 415
30 57 712
35 57 622
36 27 231
16 31 586
56 62 778
41 61 66
51 61 869
62 4 702
4 35 159
33 36 97
68 27 549
7 52 351
61 7 69
43 1 640
29 12 755
55 63 301
44 60 417
67 49 205
52 51 822
33 12 973
69 51 929
12 4 513
57 19 253
1 39 959
68 62 110
34 32 464
46 5 620
12 19 407
10 15 761
12 18 981
45 63 683
58 19 33
72 57 616
32 33 862
23 2 592
8 44 246
51 14 345
42 53 523
25 48 543
12 65 369
12 59 428
40 6 68
22 15 423
36 44 355
5 58 790
64 26 240
67 28 415
40 43 603
58 22 745
12 41 287
69 8 864
40 36 738
37 71 569
39 56 589
54 69 461
37 24 982
39 25 47
24 44 977
1 70 144
61 40 783
53 57 673
16 29 395
18 66 794
64 13 298
43 49 115
58 54 260
23 11 453
68 46 708
1 33 979
69 28 269
22 26 552
46 4 628
34 1 333
5 2 164
5 59 651
69 37 541
41 11 527
35 20 912
48 43 1000
57 28 657
24 43 446
66 8 855
34 39 922
70 27 504
11 20 900
36 69 101
62 40 779
50 61 386
48 17 690
69 55 557
63 66 608
46 2 59
35 5 666
60 3 782
28 23 152
72 32 970
12 32 481
27 26 467
65 18 742
60 57 818
46 1 851
38 29 497
6 21 707
34 55 318
33 61 228
14 51 291
34 37 859
26 45 617
46 26 580
7 72 868
33 40 724
12 14 228
48 52 904
29 22 629
46 70 949
50 18 746
7 41 891
52 71 905
32 20 344
17 58 285
71 52 109
56 51 396
14 66 184
28 56 926
22 14 102
50 53 438
56 21 490
31 7 78
15 49 927
2 51 575
71 7 7
41 19 14
29 68 946
14 41 153
72 20 521
29 59 260
11 43 559
68 63 109
40 13 651
5 53 922
30 37 310
25 50 880
26 30 526
68 61 76
40 65 792
63 33 873
35 16 53
8 10 874
61 22 624
49 5 578
52 30 167
47 38 692
28 14 247
11 48 914
61 29 271
54 39 575
20 19 237
47 30 424
62 5 785
49 32 55
70 6 670
18 4 705
39 47 539
23 49 364
65 12 218
48 67 975
32 11 390
28 61 221
63 19 325
15 67 333
55 18 734
27 39 391
71 35 447
63 69 220
29 66 11
42 46 942
12 6 412
5 66 402
65 71 185
64 8 916
7 32 851
40 8 436
25 46 419
22 61 392
4 47 887
25 7 205
52 2 62
68 12 5
17 12 576
24 15 413
36 31 141
60 26 299
31 29 185
37 7 386
53 33 806
29 20 631
70 59 483
47 53 619
50 29 635
36 14 442
8 28 10
37 32 304
26 20 783
70 45 880
16 34 388
16 46 792
39 22 928
28 41 536
31 11 823
39 60 317
58 63 112
67 27 948
63 58 777
72 46 72
15 10 550
52 34 337
13 47 494
59 66 325
41 38 317
12 27 39
51 59 177
10 6 672
31 42 218
11 24 603
57 68 884
42 65 375
27 63 953
56 64 543
24 48 586
60 55 803
64 4 544
2 19 646
51 40 972
71 54 33
43 60 27
40 46 91
25 72 229
13 2 795
14 19 349
25 10 119
35 46 371
4 17 970
56 43 479
27 44 776
3 15 793
49 4 693
19 8 92
30 18 263
10 59 104
7 42 935
33 2 776
31 52 71
45 36 156
30 2 131
34 27 732
1 9 928
3 51 209
70 56 873
49 27 263
14 16 930
34 2 975
54 30 310
68 16 769
46 25 640
18 20 706
69 57 89
39 64 111
11 14 24
52 48 984
54 35 651
42 63 484
9 29 395
60 4 220
43 10 944
58 12 884
40 47 28
45 23 704
48 39 454
54 3 376
19 42 103
31 2 208
68 55 408
4 3 896
21 44 586
40 42 818
60 40 729
41 34 128
17 25 433
5 65 560
43 2 181
66 43 126
60 65 986
63 1 667
5 39 620
30 70 118
67 45 884
38 20 947
10 38 393
71 34 934
27 52 73
60 67 714
20 32 455
58 9 171
67 65 297
62 43 998
16 62 243
52 49 467
26 3 607
11 68 805
53 26 902
56 61 639
5 10 657
38 62 698
8 29 573
52 10 496
71 4 382
8 25 590
22 11 299
22 20 597
43 25 223
23 41 912
11 71 725
21 17 20
53 70 211
20 69 912
54 55 736
17 7 269
36 55 903
11 38 627
60 29 227
47 42 333
1 47 690
38 48 253
67 58 835
45 42 825
26 46 743
16 64 96
67 2 847
17 9 565
64 10 118
13 35 277
26 8 929
41 21 964
48 22 216
3 14 778
19 69 442
45 14 216
71 48 288
27 59 428
17 57 2
37 19 698
26 53 878
39 46 919
26 32 120
41 14 337
34 10 952
54 51 710
2 24 69
3 56 423
46 6 641
44 66 750
5 48 530
23 7 235
65 7 645
58 47 559
33 68 131
20 61 862
33 51 377
55 11 496
42 22 568
68 28 640
65 49 680
38 23 382
37 49 221
68 52 148
50 42 779
39 32 891
57 2 728
15 48 646
24 62 377
29 2 136
45 12 61
5 30 888
26 59 648
23 22 364
50 8 919
38 3 622
70 33 868
1 19 54
33 19 744
22 29 643
47 39 372
56 37 240
68 9 102
38 33 338
19 52 750
55 13 7
55 68 439
30 21 67
27 30 882
10 57 467
54 58 999
37 57 50
15 31 719
69 59 356
30 67 965
5 57 904
39 28 252
59 58 511
70 22 267
15 9 136
60 58 371
71 42 266
72 25 53
11 42 241
38 18 428
36 48 335
61 4 886
51 6 4
58 26 921
31 71 897
66 71 908
35 60 822
71 47 219
2 47 904
9 52 331
43 5 640
44 58 837
49 15 81
69 43 619
8 6 631
43 24 193
37 17 58
63 20 61
15 7 366
49 3 300
57 41 457
39 4 301
22 30 335
47 68 388
55 66 906
38 22 487
10 8 694
1 67 158
38 41 665
61 54 214
25 8 363
46 50 425
45 70 440
17 70 127
36 11 813
48 30 531
70 34 546
48 12 933
72 22 858
40 21 246
43 64 292
17 43 170
3 18 681
3 60 333
16 41 566
19 4 787
36 46 954
21 35 863
30 35 500
13 29 810
15 40 409
46 28 207
16 40 870
7 64 818
22 45 586
7 67 439
66 15 115
25 60 166
34 44 246
26 18 334
62 24 514
58 32 146
49 38 631
5 38 106
34 22 742
2 38 334
13 69 983
44 71 220
3 67 361
48 34 993
59 71 538
36 60 554
52 13 561
39 3 368
43 51 803
31 72 197
64 6 922
29 6 864
19 25 366
56 31 314
45 48 917
15 38 643
31 65 808
67 59 119
8 30 198
22 10 552
53 49 124
60 48 941
29 28 408
12 33 243
9 65 427
56 28 443
18 72 897
40 1 876
59 41 914
45 37 552
20 33 994
17 2 242
16 21 410
71 20 728
39 23 327
69 20 729
28 6 634
16 51 614
15 24 633
16 12 614
39 33 380
9 61 616
21 22 676
62 29 904
8 53 793
2 22 235
11 26 974
17 46 780
9 70 210
4 46 448
65 45 329
29 63 14
4 27 840
47 22 242
26 40 49
41 37 143
67 9 105
1 41 142
34 7 940
51 53 155
41 20 285
11 29 382
28 51 54
47 62 921
40 54 822
49 48 153
4 49 781
34 70 644
26 48 572
3 34 289
70 31 39
37 63 100
69 12 995
50 48 664
25 70 555
55 27 872
10 5 423
29 44 235
27 65 411
46 47 110
31 24 821
15 53 936
47 15 587
48 28 582
15 12 677
24 68 440
25 53 623
55 43 661
10 37 21
1 7 435
48 44 337
46 36 911
28 57 805
48 62 13
2 68 268
56 32 561
36 19 635
11 5 735
66 70 205
22 53 513
48 8 129
72 18 973
66 13 722
21 43 244
34 14 942
28 26 680
30 71 480
70 52 856
64 36 481
42 58 153
52 15 287
10 42 681
28 68 372
22 16 297
38 63 376
66 5 705
57 29 656
63 49 186
63 40 472
71 8 235
22 23 609
47 23 853
12 7 413
45 15 130
29 62 847
53 61 334
27 21 376
50 23 896
40 52 481
46 55 486
62 71 322
48 16 473
34 60 997
59 57 626
67 54 526
43 6 478
29 23 760
36 3 219
62 31 534
71 70 940
24 9 999
28 42 564
69 16 703
36 49 398
4 13 401
63 7 471
16 9 152
33 24 325
14 54 605
46 32 870
62 51 536
54 44 945
16 7 428
21 7 741
26 49 13
29 27 368
2 59 407
58 14 109
22 40 552
44 8 465
27 11 962
44 21 337
70 28 255
27 31 315
57 30 82
57 52 557
58 72 725
36 51 914
50 14 317
62 63 819
42 45 761
60 56 398
51 50 19
1 35 148
8 9 159
59 62 219
55 10 498
72 65 48
12 70 980
34 33 498
63 3 404
1 3 592
6 19 241
9 63 692
1 63 172
36 5 38
65 26 843
69 13 18
66 59 34
2 26 490
44 27 259
23 13 954
57 61 903
42 70 888
3 47 644
60 33 463
57 31 755
64 68 23
18 26 954
1 71 580
7 37 360
67 6 908
52 24 207
57 55 411
8 2 392
30 32 497
62 8 734
39 16 978
49 47 419
40 4 936
49 2 391
57 22 143
21 47 25
28 44 306
23 55 436
20 11 55
1 45 776
63 26 154
5 14 369
64 22 642
49 36 747
55 57 654
26 66 506
26 64 583
66 46 779
31 66 937
4 42 338
68 48 795
17 37 657
38 13 272
54 27 471
40 61 87
33 44 196
9 42 741
72 61 790
49 44 771
59 52 531
39 72 251
10 2 400
35 11 604
67 57 387
1 31 52
71 66 349
18 21 634
70 7 311
70 69 827
6 20 190
49 17 595
60 20 727
33 60 437
11 63 711
19 72 607
67 15 620
23 18 611
38 15 310
42 18 363
12 40 371
66 16 44
56 44 988
30 16 581
67 50 169
20 31 420
48 59 225
23 58 584
36 8 906
14 9 76
14 1 949
31 46 648
44 19 747
40 15 452
62 50 908
13 61 796
37 26 850
39 62 791
48 65 892
32 49 80
15 1 794
70 14 419
27 8 640
46 38 538
24 52 313
65 33 800
66 26 661
45 5 249
17 49 738
26 7 672
70 41 612
30 50 338
34 28 112
66 36 2
5 31 782
32 53 47
8 64 193
48 38 101
8 58 403
53 18 677
28 58 338
9 20 927
13 54 338
70 42 654
54 29 699
42 31 988
63 2 772
36 50 96
11 10 466
44 32 859
42 17 439
9 59 400
22 24 637
49 46 967
45 18 475
9 25 266
35 37 145
68 49 126
8 24 362
50 11 365
41 16 314
70 40 294
55 71 923
72 1 99
12 46 744
69 54 381
23 43 359
10 69 257
25 58 865
11 51 100
64 32 950
69 41 804
45 52 204
43 48 343
17 6 876
67 10 453
5 45 500
21 4 465
64 49 741
12 5 52
47 9 678
54 41 502
12 3 867
70 12 116
6 56 49
60 54 115
43 32 787
38 7 540
44 20 457
30 34 752
55 53 756
12 15 402
47 66 972
9 11 631
3 64 942
52 14 760
66 19 903
62 9 174
53 59 916
63 53 760
71 25 339
56 30 699
2 33 26
51 58 679
16 54 278
5 15 981
17 56 492
70 30 348
43 26 918
54 68 321
50 3 631
45 28 253
17 34 527
72 4 759
54 14 777
48 32 453
45 67 640
27 71 952
57 24 844
6 29 498
69 21 904
30 22 394
6 10 499
50 26 783
27 58 725
33 5 547
70 48 553
45 13 993
54 63 586
30 43 584
18 70 425
39 19 978
16 53 126
2 6 991
14 71 764
10 56 428
47 4 671
64 71 712
58 11 408
20 4 352
6 9 540
39 44 354
32 56 940
72 56 454
13 16 514
13 62 533
43 22 115
17 66 787
24 5 195
64 1 974
71 24 412
18 67 294
5 7 664
68 14 820
17 36 769
19 30 330
5 24 690
67 40 697
5 11 303
8 43 582
13 68 27
14 27 105
37 38 561
55 42 627
67 13 31
59 61 400
16 67 993
62 17 483
29 42 322
51 26 469
8 16 458
43 47 847
61 71 887
14 44 671
7 19 478
45 2 691
34 54 83
5 17 656
25 11 320
25 36 174
21 13 971
48 29 736
64 44 729
49 24 75
35 36 680
10 55 649
32 44 307
3 27 697
48 3 811
60 61 68
11 25 276
59 35 102
8 66 306
48 63 401
31 25 347
52 9 934
26 39 490
34 24 728
37 23 888
46 11 131
63 29 722
44 64 677
47 28 630
5 55 341
57 25 184
51 67 370
4 50 456
25 43 176
7 9 814
57 39 436
52 58 75
20 43 730
7 62 197
56 38 837
29 40 305
71 10 829
42 55 676
13 9 497
67 14 991
57 3 148
45 65 942
56 29 790
20 49 696
12 25 329
25 66 545
63 31 600
39 52 11
13 5 353
11 53 749
52 33 412
59 5 922
1 43 301
27 49 854
61 45 790
9 6 872
3 8 159
17 51 658
34 56 17
60 70 993
27 61 294
4 61 287
68 20 769
55 54 842
37 40 836
61 55 466
27 41 384
24 28 276
62 42 272
8 65 950
33 49 369
3 21 780
64 27 316
60 25 675
65 53 724
12 48 768
47 33 406
56 10 34
71 28 469
46 34 667
13 19 25
57 69 689
28 32 487
45 31 581
30 48 567
42 3 162
57 70 456
22 52 699
22 2 445
57 35 760
65 9 94
21 38 355
34 5 204
18 49 615
47 52 142
32 18 54
50 6 33
66 53 633
22 39 504
31 22 841
20 40 453
55 23 429
5 16 158
1 48 564
39 57 265
2 39 794
35 51 937
58 42 826
54 46 277
15 33 224
68 17 185
35 13 996
21 25 783
53 25 355
4 7 330
13 27 56
26 47 302
55 6 571
37 66 504
72 47 254
66 14 549
22 32 153
44 48 166
1 11 929
36 37 573
29 71 907
42 52 741
4 54 814
35 21 618
65 8 39
20 51 853
26 10 325
29 35 480
19 68 987
41 54 732
59 6 636
2 70 183
27 6 803
16 59 534
2 56 869
6 60 831
53 22 266
36 58 41
62 6 250
36 35 51
17 62 390
39 2 281
69 10 332
11 6 423
65 28 218
51 39 669
64 65 298
2 7 178
11 70 762
52 70 249
27 13 698
69 2 934
19 5 392
46 65 102
67 19 12
46 68 903
72 55 789
18 9 613
28 16 720
28 52 517
34 66 542
50 57 831
23 8 803
72 70 173
9 31 223
18 28 900
32 43 567
72 60 542
41 52 460
24 25 12
71 65 640
2 60 729
64 54 802
72 63 969
64 53 583
21 48 895
33 1 910
65 39 747
24 17 65
34 41 59
28 46 967
35 2 950
38 5 708
69 25 556
9 15 132
50 44 418
55 52 389
31 4 173
70 55 559
52 61 211
69 7 930
33 66 982
48 31 37
64 31 907
18 56 479
18 45 576
27 51 385
39 8 259
60 14 603
13 70 482
52 36 602
17 65 750
11 13 583
45 22 52
19 9 287
58 57 101
19 26 67
33 70 343
72 48 204
69 19 426
22 71 910
24 65 594
59 68 369
67 46 455
32 37 670
48 14 491
6 3 203
31 37 59
58 17 765
31 43 358
35 69 960
68 13 279
52 42 296
22 7 605
4 69 452
53 17 442
41 7 792
14 20 698
27 5 725
36 15 926
57 53 759
28 15 118
8 57 919
12 61 326
53 6 675
68 25 445
18 43 348
41 26 951
72 49 482
47 43 349
19 21 57
29 41 65
15 13 758
6 2 33
13 39 29
21 18 289
44 26 519
13 26 775
2 55 99
57 60 324
57 46 884
14 24 896
65 59 794
60 35 891
61 20 272
62 57 822
16 8 676
42 1 934
53 54 44
3 6 64
69 46 459
5 47 142
61 47 756
48 70 45
10 26 195
17 3 593
35 4 403
50 68 793
65 24 748
37 61 847
38 36 412
20 2 796
6 23 775
11 12 253
55 16 15
7 16 238
18 8 641
49 33 742
65 72 933
24 31 186
13 18 864
49 59 556
4 67 485
2 63 141
36 66 558
44 2 236
50 70 374
16 52 859
70 72 130
58 31 255
1 28 341
3 69 920
43 16 327
42 8 208
9 68 977
62 2 95
32 2 545
16 18 178
65 68 959
39 20 406
37 16 644
53 12 355
55 37 872
13 36 562
8 34 201
39 49 424
38 16 380
54 2 610
36 25 779
34 43 624
12 58 532
43 28 221
61 64 521
25 55 814
50 56 159
1 65 812
29 5 846
54 1 429
21 52 552
29 45 226
23 25 790
24 2 607
15 52 487
8 40 409
71 17 109
31 60 184
39 24 337
72 39 314
21 39 525
33 28 588
67 43 88
30 55 766
53 37 379
1 25 133
61 17 596
3 9 907
63 52 409
41 30 226
17 61 723
56 26 217
42 32 363
24 10 769
4 24 386
70 62 491
18 69 61
22 35 391
10 47 87
34 68 375
6 35 373
54 65 788
41 64 872
41 12 698
23 24 665
1 13 810
17 69 767
51 15 464
60 5 581
24 46 702
28 13 132
6 58 879
3 19 560
30 15 688
11 58 442
43 59 641
48 60 373
65 23 879
40 33 476
56 7 461
29 54 414
14 63 611
13 53 144
70 29 898
2 1 132
25 32 838
7 22 825
15 72 889
21 32 126
26 61 527
19 43 793
71 53 1000
8 47 483
16 13 968
61 33 724
47 40 934
52 22 283
1 22 388
49 29 805
31 58 676
46 59 328
60 69 706
10 12 297
35 19 466
51 48 264
41 6 499
46 3 250
46 20 31
18 36 905
3 1 22
7 51 652
17 23 44
10 41 909
69 60 244
5 62 656
4 16 508
12 9 10
10 18 736
67 7 277
10 40 402
14 28 744
23 60 600
27 55 391
36 30 410
33 9 915
43 35 657
11 52 142
60 16 51
19 35 666
32 42 601
30 17 916
38 45 270
19 47 820
52 57 102
12 53 152
32 59 43
2 49 241
51 63 880
30 5 370
16 45 621
11 22 146
3 63 899
18 38 47
27 17 54
66 23 904
46 67 43
18 60 977
20 18 41
9 55 754
6 44 654
22 9 842
56 36 517
70 51 697
8 4 359
61 37 337
12 51 891
30 38 899
37 28 243
45 68 930
9 36 413
59 30 580
4 12 753
5 46 93
14 8 188
45 53 200
13 12 118
46 19 711
16 39 204
22 37 218
12 47 909
19 44 234
56 71 824
16 68 852
8 26 855
17 22 880
53 63 511
22 12 714
56 65 793
35 34 781
47 65 645
60 18 317
58 45 3
33 22 225
27 10 437
1 24 420
19 60 753
54 16 651
6 37 966
62 14 581
34 13 813
46 10 140
3 46 917
59 18 901
72 37 375
54 10 883
37 33 553
70 60 772
29 47 531
15 41 4
47 71 48
8 70 323
13 3 826
51 29 857
2 14 815
20 3 226
70 20 132
24 23 700
7 31 92
12 8 799
29 51 118
17 13 693
27 29 750
33 63 764
59 37 241
31 17 710
25 4 576
1 10 414
46 60 249
64 67 768
32 40 660
59 10 852
42 40 451
24 12 851
37 34 159
33 39 15
13 50 996
49 1 858
12 2 368
16 11 790
23 9 449
49 67 106
66 20 362
19 2 271
9 1 689
71 3 638
6 52 925
13 22 833
32 12 68
50 65 37
47 32 848
38 43 266
28 65 369
13 6 684
5 43 767
31 34 632
68 66 690
8 35 159
13 4 819
67 38 278
35 70 86
41 71 612
42 49 699
9 72 169
69 33 184
62 15 708
52 60 561
59 25 774
13 30 468
53 40 345
56 67 489
8 7 289
42 64 756
49 55 934
37 47 93
62 46 584
21 59 703
8 51 612
27 36 221
31 45 111
6 59 259
8 14 602
61 52 119
51 57 443
35 63 664
39 27 171
67 26 281
62 11 815
70 54 261
48 9 966
46 40 167
66 6 856
54 67 243
23 48 432
52 43 773
40 25 773
16 43 690
42 13 965
2 28 698
68 7 501
15 23 112
61 11 31
56 50 408
43 40 816
31 39 969
19 36 784
62 66 397
58 68 758
29 46 159
64 70 230
34 65 522
19 3 463
25 28 590
22 56 190
43 57 175
45 72 407
1 27 391
29 34 728
5 13 743
72 29 439
13 71 446
12 49 626
10 31 698
32 65 938
7 47 608
28 71 351
35 59 718
60 6 560
12 22 421
58 39 990
43 58 160
23 63 391
37 30 633
27 3 189
64 66 575
2 66 190
57 10 573
72 53 583
38 52 991
68 42 922
13 64 158
30 25 93
43 72 644
17 35 291
43 52 898
15 6 856
33 29 601
54 5 768
20 62 614
16 42 670
33 46 604
2 58 604
71 33 98
62 58 13
19 38 701
42 54 813
26 28 7
16 10 642
34 46 825
21 67 988
34 63 626
33 25 858
13 31 861
5 33 460
28 29 85
63 41 159
66 2 418
6 72 433
19 54 586
22 50 909
66 72 677
31 20 665
49 26 725
26 38 831
19 34 681
29 39 4
23 59 818
61 1 176
58 46 629
40 18 671
3 70 941
67 16 297
19 62 67
31 3 666
60 63 905
62 1 853
37 20 737
26 11 728
27 54 393
67 29 198
54 4 26
57 1 39
45 27 453
14 36 610
71 61 521
23 69 925
41 33 840
18 44 322
52 3 150
36 24 402
55 60 819
56 52 171
65 25 847
62 53 150
58 38 174
12 31 975
19 20 793
14 26 632
70 5 804
65 15 53
46 53 498
27 34 304
34 15 385
21 54 366
39 59 107
54 43 695
35 71 30
57 13 358
18 27 697
52 44 403
67 21 988
39 48 239
57 23 82
61 9 727
43 7 953
31 36 245
42 56 298
23 30 969
35 25 835
53 64 711
55 50 258
16 25 328
11 44 542
65 19 98
50 31 690
26 17 532
41 65 595
2 4 197
24 14 982
39 70 674
50 16 249
39 42 635
64 63 259
8 5 343
69 27 772
58 64 546
49 68 186
64 51 245
8 37 325
9 60 827
66 42 471
47 5 448
53 10 629
40 3 273
6 36 259
52 7 997
52 16 601
59 42 199
4 31 486
6 30 302
6 26 942
62 52 865
42 44 478
64 29 37
7 54 293
45 66 644
44 13 37
5 40 637
28 54 267
46 62 738
65 58 745
66 17 514
46 56 340
37 70 694
44 63 26
18 35 164
52 6 967
66 49 314
70 24 852
65 38 913
21 34 203
39 69 10
55 56 276
1 42 205
59 21 832
7 21 82
16 47 991
31 32 407
5 9 327
64 30 921
62 35 832
58 66 138
57 42 186
6 67 232
35 41 262
51 13 652
43 8 697
11 4 375
10 7 215
13 45 779
6 7 675
32 34 967
20 37 256
6 41 996
31 55 607
63 44 161
31 64 295
48 42 859
11 61 142
56 39 931
44 30 553
9 2 472
54 18 736
4 44 364
12 57 575
27 68 560
4 66 831
20 5 718
38 69 6
72 16 92
11 15 899
7 40 42
32 66 693
51 62 368
2 50 918
42 28 583
10 13 859
61 68 248
36 68 423
15 70 936
52 4 766
37 46 667
54 25 268
16 1 727
19 46 980
24 34 37
66 41 81
23 3 412
20 38 832
54 12 379
55 8 732
57 16 462
3 54 964
70 66 526
57 63 609
27 25 348
48 47 886
17 27 894
42 21 282
23 27 754
8 12 328
51 2 431
45 38 615
29 72 92
41 32 466
36 38 24
61 25 68
42 12 746
19 27 945
16 36 184
49 11 5
52 41 280
40 20 741
3 72 930
32 31 691
15 28 268
44 40 779
11 66 728
22 28 819
31 69 679
57 9 483
6 55 501
7 4 952
3 53 719
43 13 434
64 72 378
11 19 605
56 3 886
37 12 314
28 60 361
56 8 230
18 58 567
14 72 884
47 29 881
10 4 580
56 27 325
39 6 216
13 15 255
5 25 217
22 48 756
59 7 384
12 30 337
33 18 97
26 51 104
16 55 878
36 6 219
63 54 51
59 64 512
44 22 617
14 43 539
70 43 84
32 10 113
57 48 744
63 10 594
12 21 439
36 40 495
68 37 799
25 61 282
37 45 42
57 72 851
60 15 140
40 35 511
67 18 172
13 17 190
40 63 753
25 49 796
34 38 332
40 37 885
52 26 373
41 43 599
41 31 514
7 13 14
28 43 783
30 7 152
60 32 941
54 17 670
48 10 92
5 63 212
18 41 510
7 69 557
50 36 16
35 14 20
62 44 931
33 64 540
48 4 986
47 59 240
46 42 261
59 44 385
67 25 958
69 70 712
44 35 851
25 59 415
57 20 100
51 68 407
33 8 839
4 29 829
45 40 173
51 56 244
33 27 758
15 44 601
64 61 533
26 43 601
22 42 346
70 9 777
8 55 386
64 2 734
18 11 223
7 38 488
28 33 274
67 44 557
13 66 316
45 1 512
7 18 934
40 16 814
69 56 104
59 69 895
3 39 633
43 54 264
2 37 554
4 64 537
31 27 178
16 22 716
23 35 320
14 35 718
36 32 359
60 1 407
27 37 178
10 35 791
46 7 208
46 64 30
59 60 21
4 59 83
42 26 127
35 6 421
63 39 388
52 46 832
3 35 788
27 33 804
32 39 209
54 22 62
33 69 927
5 56 87
27 22 17
3 31 465
61 70 500
49 9 872
1 26 74
66 45 721
65 29 372
12 10 93
1 30 428
55 1 187
47 60 724
20 65 838
67 53 755
7 58 812
56 33 510
10 49 293
3 28 878
63 25 201
2 29 638
63 23 24
60 17 707
37 56 133
60 8 453
9 27 299
43 14 790
7 70 931
45 54 783
46 31 407
58 67 235
2 54 866
35 44 961
40 9 435
17 40 663
50 43 225
43 37 746
47 57 543
58 23 499
30 68 221
44 12 631
37 25 959
4 15 354
21 14 452
29 10 710
53 42 243
39 38 787
15 56 290
32 67 689
71 68 369
71 21 420
65 64 362
39 31 74
21 53 305
4 71 785
45 11 126
23 16 591
2 64 352
23 64 153
9 45 332
21 2 905
59 13 874
17 11 82
23 52 454
17 52 56
33 14 734
38 11 636
52 65 314
28 1 368
60 43 748
35 40 995
47 24 963
52 50 835
68 69 346
20 39 839
8 33 113
25 38 679
26 35 393
41 35 548
70 16 985
4 1 542
68 22 619
49 35 823
30 46 830
38 12 220
14 40 332
29 50 58
3 50 441
54 45 360
20 34 769
16 48 379
59 48 450
1 64 83
63 21 504
37 43 142
64 25 926
53 23 17
10 19 413
51 43 110
31 70 798
68 1 292
60 31 667
41 27 514
6 49 653
22 46 208
46 54 603
52 23 722
54 21 715
38 51 944
40 53 258
33 41 917
55 32 129
12 50 877
54 32 254
1 44 900
30 27 739
16 6 572
23 21 762
13 25 43
7 59 569
32 14 613
67 17 433
25 16 43
28 69 116
68 33 615
6 43 519
61 39 184
22 72 526
18 30 31
17 10 583
33 11 82
68 24 579
53 34 295
70 46 784
14 39 48
20 24 377
14 29 806
16 14 489
49 61 982
66 68 239
46 52 496
17 19 46
6 28 768
56 49 966
7 25 834
32 21 404
28 37 64
20 27 471
69 36 292
65 1 271
35 62 651
28 67 480
32 13 484
64 48 482
1 58 763
19 59 415
47 14 799
59 8 174
46 13 826
26 29 716
5 23 827
57 65 945
40 68 672
4 22 249
70 1 426
71 49 46
36 17 517
47 55 622
35 28 178
9 41 651
53 56 946
57 18 780
66 21 765
28 19 684
2 46 747
52 54 882
24 36 783
18 61 967
36 65 178
63 18 65
47 26 578
8 41 351
7 39 302
53 35 701
31 19 473
48 19 969
51 7 709
43 68 670
36 10 861
67 32 89
44 42 333
25 44 730
2 36 296
58 16 640
6 24 18
20 17 916
36 53 287
66 31 543
62 25 972
43 56 916
71 36 780
71 46 97
11 54 443
34 36 264
8 72 672
37 62 544
4 57 173
46 69 226
3 29 824
9 49 350
31 54 218
45 35 272
58 52 82
20 23 370
71 55 426
20 25 722
1 46 636
62 16 635
22 43 368
16 66 674
32 55 878
45 46 773
34 51 968
68 31 38
51 30 876
23 50 111
60 30 766
46 17 296
42 19 915
19 11 506
26 63 440
18 37 21
64 69 375
40 44 896
2 16 184
43 38 612
44 51 728
34 64 845
29 18 530
40 72 328
56 42 418
44 68 732
15 35 907
42 27 816
42 5 249
54 66 738
41 66 24
7 60 611
10 63 315
56 9 805
71 62 156
55 4 172
24 37 757
16 20 781
18 22 896
55 46 3
63 71 693
4 10 778
47 41 280
11 7 102
9 40 552
11 56 241
69 68 132
20 46 408
16 57 529
8 42 162
41 8 137
72 59 294
41 10 266
15 36 652
69 39 152
30 72 696
58 59 503
38 57 797
62 48 148
26 60 309
47 70 909
51 12 785
68 41 39
15 61 763
55 51 59
40 24 594
11 64 925
65 70 404
70 26 564
72 51 518
40 39 334
71 26 714
56 45 429
16 3 752
70 2 800
45 34 882
32 46 248
27 35 552
63 32 544
30 3 63
48 21 526
64 33 273
5 60 628
42 11 780
40 57 803
23 33 305
17 53 860
6 11 93
50 5 953
53 69 340
14 17 682
21 68 678
70 58 629
49 69 912
18 2 92
8 13 961
37 41 807
59 43 690
44 11 845
16 58 8
48 68 603
65 17 114
25 47 22
11 32 956
35 26 358
29 25 168
14 21 384
6 17 495
20 54 44
19 65 595
19 6 672
33 55 475
35 55 350
64 24 145
17 45 726
65 47 651
59 3 594
58 15 430
56 1 996
40 58 120
16 4 622
14 3 532
15 16 500
32 5 143
45 60 597
5 64 602
44 39 781
50 37 818
71 15 14
17 50 710
69 49 215
7 33 566
55 12 182
15 71 865
70 65 491
21 28 388
65 14 441
20 52 368
6 22 819
55 40 782
9 5 34
