400
40 708
14 5 477
39 2 187
1 11 686
15 7 826
39 26 329
30 4 789
42 32 182
9 25 773
37 26 848
32 22 100
40 9 324
27 36 496
10 9 20
5 42 817
24 11 243
12 9 34
20 34 309
23 36 427
20 19 663
9 3 701
30 16 279
30 29 635
2 3 249
19 35 395
23 39 969
11 15 17
35 22 741
3 25 430
29 13 127
22 20 82
27 28 907
6 8 444
3 8 813
10 2 921
21 3 582
11 12 620
25 34 511
4 32 393
41 4 502
24 32 239
19 7 781
2 38 688
16 21 940
21 16 698
2 4 187
24 25 895
3 33 511
40 7 992
16 34 185
35 9 764
40 32 799
22 6 474
18 4 877
23 25 275
24 4 973
15 18 493
2 32 909
8 22 364
9 40 141
18 11 494
36 28 182
9 8 693
3 1 940
8 35 984
7 14 893
33 21 927
21 6 433
37 21 541
5 36 835
4 21 773
20 25 251
36 40 255
23 14 327
39 31 617
26 39 510
20 2 165
3 41 150
33 24 700
3 17 452
9 11 377
33 14 906
11 21 69
41 33 904
30 17 496
23 30 294
11 8 445
14 33 28
16 37 176
8 4 149
2 13 460
26 29 850
10 1 416
25 42 30
23 6 226
10 37 472
7 25 163
31 16 328
25 15 742
38 40 482
28 8 33
41 39 169
29 28 610
17 38 667
17 23 324
33 40 433
33 36 698
22 39 786
37 35 983
17 1 333
20 14 241
16 31 564
17 4 979
32 9 805
18 6 989
24 18 16
6 33 24
32 31 496
16 28 432
20 21 940
37 32 71
22 34 680
20 27 626
14 22 543
10 33 182
31 35 605
35 3 356
36 33 4
11 29 140
3 4 627
17 27 966
15 29 510
6 4 112
9 41 698
2 25 150
8 40 973
26 14 187
36 30 755
10 38 814
8 24 473
14 37 259
24 6 981
29 41 397
29 1 417
28 2 717
5 15 351
7 9 305
40 30 545
35 29 516
5 19 141
29 2 451
3 42 675
42 12 923
12 6 417
10 8 467
42 29 368
24 22 507
31 7 954
23 38 761
9 34 155
34 6 723
32 23 63
25 36 17
27 16 213
2 17 101
14 35 598
14 39 896
25 14 368
20 33 980
1 8 277
1 10 32
38 10 256
19 37 402
12 30 279
29 5 43
12 41 375
32 40 6
4 24 565
39 13 584
40 38 484
22 37 867
37 8 484
30 22 440
13 29 902
7 26 732
17 6 492
38 4 651
33 22 917
36 7 567
1 13 998
32 8 94
23 3 687
37 20 821
18 32 217
39 37 740
10 31 413
26 36 981
19 38 247
19 24 180
33 39 920
41 21 591
1 23 712
32 15 808
41 23 73
33 9 77
13 25 837
35 11 107
5 30 125
24 10 112
11 13 454
40 22 46
17 14 269
33 16 58
26 17 681
20 5 602
24 27 963
16 29 150
34 35 87
32 10 56
3 30 853
36 31 93
28 21 398
32 12 457
19 15 644
17 8 22
41 8 666
29 40 108
41 31 717
18 29 917
12 15 171
25 16 97
4 20 516
40 18 842
7 32 711
33 4 683
6 34 152
13 36 869
20 17 301
37 9 284
22 13 212
36 26 680
39 42 252
5 27 191
35 32 337
39 22 194
42 26 388
29 25 439
42 14 116
28 40 78
15 3 855
34 24 814
32 35 353
42 41 404
15 37 210
35 26 708
27 41 182
9 27 716
14 20 747
21 37 844
36 18 809
6 2 311
14 16 764
32 14 904
20 24 642
15 25 756
34 22 248
10 22 4
19 14 6
3 18 848
13 4 281
30 36 923
38 6 143
28 36 627
39 33 441
18 33 262
14 31 175
24 40 641
26 16 60
12 1 958
26 31 784
31 28 782
3 39 257
9 6 499
18 1 75
2 28 156
31 13 163
16 10 424
24 19 463
9 16 51
12 14 503
10 4 318
6 20 590
8 39 42
35 2 572
34 12 636
20 41 622
5 7 19
36 4 118
18 2 761
1 6 370
26 28 775
42 23 861
36 32 393
5 4 295
21 19 176
41 9 411
24 16 326
34 10 526
10 6 208
6 9 338
3 7 989
1 7 495
19 5 591
19 29 994
4 16 125
20 4 381
32 30 525
8 38 456
16 14 558
42 1 343
37 3 978
32 11 699
1 40 694
9 5 348
29 26 383
2 15 249
28 5 95
2 36 828
19 26 621
34 32 512
15 19 558
36 15 898
3 16 918
1 20 690
36 39 91
18 15 373
29 34 11
24 7 118
5 9 8
1 33 467
12 36 478
17 5 89
36 37 148
25 37 175
36 3 175
30 34 928
21 10 173
7 27 984
13 17 90
30 6 79
18 21 395
28 38 174
40 11 557
11 1 909
27 23 866
28 34 166
13 31 441
1 38 107
17 40 80
11 3 49
16 32 430
39 10 363
34 30 675
19 11 778
23 40 153
31 40 568
12 13 499
22 41 590
6 39 318
12 35 268
15 10 561
34 14 312
31 15 174
36 12 160
33 5 160
28 4 428
8 15 309
2 22 209
15 32 936
32 4 387
19 34 103
14 40 901
5 2 857
3 13 165
7 11 889
27 19 290
6 26 653
19 33 239
40 20 575
10 17 633
29 30 598
8 32 816
10 36 622
31 2 71
18 7 800
2 27 760
3 37 151
32 6 115
15 24 650
36 35 731
25 28 408
8 42 988
42 9 46
16 3 519
38 23 254
1 28 590
21 4 333
14 34 423
3 32 987
8 11 348
6 23 851
29 37 516
7 5 54
23 42 989
4 26 841
39 1 905
15 40 473
5 31 249
28 16 833
20 36 518
22 9 797
18 31 999
18 8 299
3 14 279
32 28 682
23 34 57
20 6 44
21 13 851
3 21 693
39 12 701
6 25 314
37 7 851
8 26 220
20 13 931
17 34 31
6 13 355
7 13 790
35 23 290
27 40 973
31 23 236
2 42 801
39 23 787
26 38 319
4 13 345
34 41 260
8 27 187
18 37 942
13 38 142
32 38 61
11 2 868
16 11 227
35 16 520
9 1 589
5 32 591
20 38 866
25 23 323
19 28 788
41 11 113
26 27 304
42 2 608
9 26 126
15 8 454
40 4 794
23 13 416
31 8 90
31 24 764
32 29 851
7 20 604
23 17 661
40 16 995
21 40 966
21 7 366
13 24 262
26 1 288
10 42 614
30 32 713
32 27 956
38 34 864
42 36 816
35 7 554
29 6 628
34 13 728
18 19 485
19 6 927
24 3 105
30 10 551
4 42 825
9 19 61
24 36 503
27 29 872
22 21 504
17 31 507
20 9 565
41 5 86
10 18 415
24 8 946
14 29 199
40 6 272
34 2 450
26 18 813
13 40 77
17 33 795
20 3 647
31 32 965
24 1 206
9 38 990
34 36 735
20 35 501
13 14 550
33 31 310
40 21 161
27 14 757
10 24 875
23 26 837
9 33 953
12 38 51
6 30 933
30 39 996
8 19 422
11 25 538
22 26 396
24 9 270
13 7 256
26 15 326
28 1 478
13 11 189
7 4 221
33 1 658
33 35 990
12 40 901
38 16 555
28 19 968
31 33 335
4 23 681
33 8 974
30 8 559
35 14 442
25 4 713
4 17 36
6 21 571
14 11 316
10 16 783
11 6 90
18 3 815
4 30 441
9 10 567
2 7 146
30 9 153
31 21 898
36 29 355
19 13 92
40 36 447
10 11 470
7 18 914
37 30 544
31 29 74
13 42 249
13 9 134
33 17 270
22 11 40
16 23 562
6 12 377
22 31 192
40 37 215
6 22 558
27 39 582
13 15 99
12 10 486
27 12 888
33 18 685
29 19 969
17 12 545
39 30 178
28 29 577
33 15 681
38 29 839
17 25 331
22 4 382
38 9 896
13 21 314
26 5 902
12 5 881
21 32 22
13 30 898
13 2 657
18 24 200
37 28 764
19 21 631
9 42 503
9 39 408
41 20 787
42 27 340
40 15 893
20 8 483
35 38 712
19 17 694
11 35 83
16 7 334
29 7 665
23 4 325
34 11 839
38 19 877
37 14 851
25 9 447
7 8 727
24 2 618
5 41 948
28 7 951
7 17 852
2 16 198
39 27 47
19 20 166
12 16 868
8 18 576
31 12 869
36 41 326
12 26 823
36 42 504
34 33 986
4 10 184
1 5 215
38 24 705
26 13 998
34 40 206
2 31 944
30 11 953
2 41 982
36 27 340
41 1 973
26 19 213
32 21 594
33 29 835
23 8 103
31 22 12
41 10 394
28 18 561
37 24 402
15 27 87
31 27 238
35 18 491
25 29 660
26 33 239
36 5 13
13 27 502
35 12 337
36 13 82
33 20 561
27 22 72
29 16 255
35 31 605
8 14 823
21 5 1
27 1 297
5 8 789
33 13 701
42 40 880
13 8 645
3 27 89
2 26 532
15 17 572
40 35 341
18 5 541
5 25 458
4 19 180
41 3 644
22 2 191
16 26 377
32 1 437
6 18 694
26 2 226
30 3 392
28 11 958
13 16 688
27 3 369
41 14 532
17 22 673
1 3 963
3 28 135
7 21 53
35 5 223
6 16 999
28 14 884
28 13 676
42 4 557
4 1 54
23 28 188
16 30 684
11 23 617
2 21 305
33 32 496
42 24 39
15 36 389
30 1 688
39 40 20
35 25 764
36 14 242
32 2 881
16 1 330
7 30 604
7 15 587
11 24 553
33 12 819
41 19 937
32 34 261
6 31 834
9 2 674
9 7 640
18 35 444
12 39 972
29 35 888
1 18 610
41 2 841
11 32 973
27 26 641
41 18 441
25 31 948
28 41 566
32 41 423
22 30 310
29 21 839
34 16 176
29 18 536
19 8 967
36 10 968
10 32 935
13 39 480
22 42 704
14 25 929
30 33 370
22 17 56
3 11 211
41 40 440
10 30 164
25 5 580
7 2 554
35 13 511
1 41 751
21 14 46
16 2 561
21 42 990
7 33 364
12 8 365
11 18 525
27 9 375
31 37 649
3 31 678
5 6 664
17 30 15
20 11 354
21 1 716
15 1 146
41 26 626
26 12 840
26 30 318
14 21 320
30 12 489
31 41 323
13 35 78
19 39 104
5 23 876
6 29 964
24 13 801
1 12 783
29 32 147
29 33 377
15 14 618
29 4 416
12 34 8
24 34 313
39 7 499
30 28 222
15 28 626
17 29 253
21 9 796
2 23 836
18 23 72
26 11 357
16 20 822
18 14 65
38 27 213
13 20 308
1 30 800
24 14 964
31 14 186
17 16 260
13 12 281
34 1 299
12 11 756
21 39 154
24 39 292
19 30 167
37 25 915
25 7 550
18 16 649
42 20 946
34 8 41
19 25 88
8 34 81
17 37 320
1 9 747
40 39 719
35 30 527
22 25 132
32 20 320
15 23 230
17 15 340
20 37 184
8 29 362
24 33 730
36 25 113
42 34 569
41 13 725
33 42 1000
7 31 580
21 33 933
13 22 553
31 10 147
25 1 219
20 7 674
2 40 446
7 28 124
11 14 7
11 33 639
9 15 654
20 22 389
38 18 115
15 39 891
1 17 514
39 17 395
16 19 226
34 28 618
42 25 693
37 4 152
16 38 913
15 12 583
33 27 960
20 32 458
26 9 850
23 32 478
21 11 89
25 11 941
8 5 897
37 19 588
5 24 284
17 41 130
13 26 230
35 17 408
5 13 488
29 31 563
16 39 325
5 38 52
10 25 229
41 17 481
16 4 275
30 26 697
2 5 210
1 15 744
9 21 931
41 24 379
25 13 933
27 31 10
11 7 795
41 36 97
35 8 65
17 39 248
14 38 445
39 20 992
4 41 286
35 41 83
6 38 25
7 16 855
16 9 984
32 19 256
20 26 774
11 22 464
6 24 524
21 8 394
4 18 501
28 22 221
9 20 690
30 15 421
4 8 972
11 36 678
1 26 79
19 10 189
28 6 445
27 2 453
36 34 553
38 5 313
22 19 646
40 12 548
35 36 860
10 29 440
27 13 798
17 2 350
30 2 646
21 35 692
31 11 3
16 15 27
42 8 119
4 2 608
35 28 716
5 40 481
23 37 761
8 33 789
39 41 327
2 14 305
21 25 628
12 24 360
37 27 574
10 26 28
34 15 148
39 9 957
14 27 27
11 16 104
10 15 983
1 19 415
38 33 337
4 3 818
36 6 691
2 1 153
38 12 666
23 5 782
2 34 314
38 35 904
31 4 249
6 19 67
38 31 131
21 26 840
18 12 343
36 9 523
12 19 519
12 22 690
3 2 852
16 17 637
37 33 242
42 28 214
8 1 775
25 8 597
42 5 787
3 9 515
8 28 193
17 36 684
26 7 237
1 31 40
26 20 369
41 30 432
39 38 309
3 22 518
24 26 632
27 24 747
22 23 337
13 23 293
1 27 304
17 18 433
26 22 555
34 31 223
34 7 953
13 5 339
19 42 820
9 23 406
13 41 414
9 37 642
41 42 811
34 25 987
13 34 168
14 9 871
42 39 139
22 27 688
10 41 195
29 27 287
7 24 885
3 26 318
12 7 440
16 18 921
14 17 705
4 36 435
19 23 694
28 25 175
25 12 177
6 37 5
3 40 28
38 7 564
19 12 899
9 36 17
1 29 58
31 6 772
27 10 418
21 41 332
26 34 866
22 33 62
39 28 19
32 37 995
40 13 740
35 24 316
11 39 548
31 25 864
29 17 619
36 1 89
30 23 257
8 20 125
18 28 966
7 36 134
38 13 425
8 16 626
34 23 748
7 34 816
11 26 453
31 18 381
18 42 994
40 31 790
30 21 319
29 15 799
3 35 141
7 12 237
7 29 625
28 9 827
40 27 918
35 27 223
13 6 438
8 25 580
7 19 76
18 30 557
30 25 660
36 21 125
33 7 550
6 28 259
28 37 860
32 16 848
15 20 321
8 23 245
23 10 301
35 6 51
14 6 648
38 22 219
40 10 564
35 19 81
21 23 385
22 29 623
19 31 115
14 18 856
30 13 850
5 18 943
16 33 480
25 19 620
18 38 876
15 26 661
1 16 276
29 14 471
40 2 355
13 10 332
41 29 360
31 17 981
32 26 17
21 20 967
24 12 943
11 40 797
11 9 888
15 41 866
23 24 248
10 19 757
4 11 911
32 5 931
16 40 131
8 17 531
15 30 157
24 20 460
23 16 413
14 32 770
10 7 523
11 34 575
4 25 73
22 10 731
25 18 161
14 8 903
34 20 886
28 23 747
30 14 412
3 38 139
8 9 118
26 23 680
39 25 619
4 35 610
15 33 612
39 34 302
21 34 140
31 36 424
1 36 381
6 7 40
14 12 721
20 28 680
6 32 856
8 10 436
18 34 871
41 28 933
12 3 243
33 26 219
15 9 646
33 3 380
12 20 67
7 10 589
27 20 341
24 28 459
21 30 167
2 30 988
22 15 880
26 21 421
11 30 265
24 15 685
14 42 746
37 1 688
3 10 119
22 5 555
9 24 228
36 2 572
26 24 484
31 20 662
19 3 154
12 28 68
41 34 494
6 41 416
10 14 366
2 39 835
11 27 507
15 11 829
37 17 443
35 21 566
5 10 390
18 25 534
10 40 726
18 10 807
6 36 107
12 25 346
9 12 276
4 7 805
28 26 19
30 27 247
11 41 668
26 35 917
10 12 38
28 32 571
17 24 635
29 11 992
21 38 794
25 35 763
24 5 234
38 42 700
21 36 428
27 42 400
4 27 745
3 23 802
2 8 792
24 29 697
8 37 397
23 12 46
14 10 209
32 3 951
6 35 497
26 40 961
4 22 730
2 9 895
24 35 93
33 28 238
9 30 495
3 6 747
34 5 460
21 18 203
25 20 263
13 33 202
41 38 735
14 4 249
5 26 3
38 15 886
20 1 332
30 41 199
17 32 194
37 15 960
28 30 161
40 26 591
1 32 87
22 35 688
40 19 598
9 18 966
27 30 547
25 10 349
37 38 686
16 6 92
41 32 680
42 18 5
23 9 303
26 10 955
26 32 416
38 36 822
2 33 931
28 35 985
40 28 405
25 22 675
39 36 468
37 11 985
5 1 765
25 155
13 23 781
23 19 269
13 16 395
11 15 93
10 3 341
8 19 908
2 19 187
25 23 488
17 14 792
12 1 510
19 14 254
18 10 622
16 17 993
7 15 824
14 19 261
11 12 106
17 1 371
14 11 695
2 9 418
23 11 399
25 15 841
15 23 204
10 16 802
13 18 648
22 12 791
19 10 990
16 23 133
5 9 262
24 10 708
21 12 347
17 20 44
14 1 685
21 3 550
7 6 913
5 22 382
17 8 653
7 8 373
5 18 851
16 13 678
8 23 515
20 22 607
3 9 617
16 1 937
5 17 451
6 22 46
17 15 916
4 25 504
5 3 489
20 1 753
17 22 344
2 16 550
17 6 392
11 13 71
22 19 804
22 25 57
14 7 102
24 14 134
17 24 753
20 16 303
4 7 220
20 13 749
18 1 166
19 12 799
19 18 684
24 23 706
11 8 839
4 19 954
21 24 601
25 4 405
18 7 913
5 11 109
19 23 190
15 20 995
13 9 639
23 15 511
11 7 990
22 9 591
20 11 67
12 14 507
10 6 314
7 11 911
15 18 359
7 18 850
16 18 182
25 24 251
20 15 354
23 16 175
21 23 138
18 16 814
10 14 514
3 19 566
2 24 830
22 18 410
13 19 206
15 22 8
16 15 633
9 25 157
1 12 437
12 11 324
2 22 379
13 6 355
19 6 903
22 8 257
9 5 671
16 12 940
17 13 267
21 16 519
25 1 422
6 12 613
23 22 342
4 6 351
22 21 921
24 20 188
10 1 620
20 12 442
21 14 977
1 24 761
9 7 947
10 24 539
2 6 31
2 21 274
22 20 103
18 17 2
22 5 265
25 17 387
16 25 651
22 6 351
8 6 151
7 16 907
7 5 809
1 3 780
1 23 676
20 9 535
19 1 783
11 2 865
2 20 650
1 14 242
3 11 350
1 5 523
19 15 116
2 25 912
3 23 340
21 25 899
4 5 28
21 10 585
19 20 132
24 22 295
13 1 165
6 3 621
15 25 549
4 15 194
4 10 168
18 11 109
22 3 820
6 14 834
49 1317
25 46 199
3 38 835
46 27 587
35 9 482
13 37 838
21 37 140
19 27 273
30 22 263
39 14 170
30 28 102
11 13 763
42 5 754
2 37 203
17 18 620
27 41 874
49 5 461
20 11 14
23 3 317
15 24 153
5 36 544
40 22 203
38 18 110
49 16 439
17 26 484
25 18 30
18 23 951
39 44 608
47 34 941
41 49 656
37 9 359
18 19 524
21 30 985
16 19 361
15 48 930
32 22 306
42 3 614
42 36 656
40 12 703
32 3 577
14 30 498
11 19 8
43 34 350
38 37 245
48 47 269
48 34 863
15 40 522
17 24 20
10 42 247
44 35 60
5 24 598
12 7 12
45 23 187
29 25 206
49 48 194
27 14 930
5 11 602
38 49 448
5 9 891
15 41 658
34 31 492
31 15 563
42 21 707
47 35 787
33 47 407
23 47 487
29 34 333
35 20 672
5 20 397
45 46 27
43 8 307
37 2 657
19 12 650
33 2 835
35 44 721
43 41 301
45 42 44
43 44 953
39 38 486
7 24 10
31 35 558
47 3 162
1 47 658
38 40 399
35 37 232
45 32 21
48 17 712
8 17 174
25 26 872
34 44 759
28 43 378
29 10 227
41 45 56
5 38 37
32 49 724
7 19 886
15 3 253
37 20 489
30 44 672
13 8 36
44 4 813
48 49 355
34 2 6
47 15 163
47 12 721
46 44 795
39 25 883
32 7 247
16 4 20
46 43 812
11 15 945
1 43 676
3 24 952
33 30 113
21 10 545
25 49 694
19 47 482
20 18 342
15 19 81
14 24 446
41 42 966
6 10 823
46 26 265
44 39 191
7 17 867
5 37 442
31 14 259
10 29 805
37 24 623
44 7 164
38 30 629
38 29 65
45 31 619
29 17 37
10 13 713
20 28 963
13 7 686
24 39 928
46 5 49
31 49 845
30 31 350
16 45 766
39 45 796
28 44 311
46 16 931
16 10 867
39 32 134
33 42 497
16 5 423
27 35 83
41 6 579
36 49 948
8 10 832
46 34 765
7 39 282
30 23 278
16 15 916
5 13 307
34 36 913
16 6 662
15 8 343
37 23 633
27 18 377
42 15 320
5 26 404
16 29 308
14 42 648
2 16 150
40 33 228
6 18 368
32 43 139
22 39 945
6 8 558
31 2 142
21 13 580
2 7 873
9 29 721
1 27 870
24 4 200
47 4 329
17 19 585
16 20 266
22 3 825
6 11 79
49 26 262
31 3 275
33 41 32
5 3 446
12 21 309
8 15 325
49 18 883
12 32 365
9 14 633
34 40 24
48 22 347
40 5 225
48 31 756
17 46 212
43 14 293
3 15 296
36 48 95
31 10 112
47 36 384
8 40 830
33 28 108
10 44 918
35 10 281
7 8 193
37 19 905
7 40 43
9 21 371
6 32 321
34 8 732
17 22 502
19 21 274
2 23 908
41 26 899
43 31 642
23 39 179
15 45 435
15 2 423
46 24 852
44 15 999
49 40 437
4 31 631
27 26 530
12 35 701
23 13 668
4 2 220
5 42 607
13 6 964
22 38 100
16 36 484
31 6 798
2 14 768
16 31 244
33 11 467
24 5 121
23 30 482
24 37 93
32 46 13
39 6 560
12 1 525
19 16 550
22 47 967
26 39 746
38 9 387
22 6 694
45 27 608
13 2 415
41 11 546
25 8 798
20 33 187
27 38 436
32 29 531
28 41 883
13 35 657
28 38 171
33 40 303
7 46 917
1 10 323
4 43 792
23 41 608
31 16 920
45 17 157
3 22 950
27 21 707
28 2 341
41 35 226
32 19 227
29 47 73
31 34 485
20 5 817
32 8 406
27 4 230
41 13 180
15 1 366
25 35 159
14 2 123
49 41 946
48 3 95
4 45 597
27 10 335
37 26 961
39 29 983
1 26 628
18 1 80
42 23 574
26 22 330
15 25 298
21 1 107
8 22 712
37 48 317
49 38 379
2 31 891
43 32 990
16 25 260
13 20 606
48 14 267
10 5 28
16 23 973
6 22 983
5 12 697
19 41 396
24 20 568
46 11 586
31 4 672
5 10 468
47 13 296
36 29 859
8 20 703
30 42 193
24 18 331
23 43 984
24 45 346
23 9 577
14 38 667
33 16 969
27 11 365
19 35 540
32 41 261
16 3 466
22 24 935
16 37 281
34 14 239
39 47 29
43 35 43
20 44 852
42 48 703
23 46 910
34 10 652
17 23 790
2 35 680
24 33 494
2 11 985
46 30 351
23 27 987
19 2 96
25 28 196
30 18 511
40 45 673
28 8 972
2 36 371
10 36 432
16 39 588
30 3 551
17 39 123
4 47 953
27 8 802
12 29 641
13 16 993
48 18 624
20 22 386
18 42 875
15 38 443
44 6 942
20 17 138
21 17 297
35 31 394
15 36 150
18 22 396
38 48 164
21 31 385
33 4 254
12 28 558
11 7 545
2 9 667
37 3 133
19 14 186
41 33 831
19 20 477
15 42 995
36 26 690
43 28 85
26 35 920
27 40 891
6 39 718
46 17 915
29 32 273
8 44 55
16 8 158
18 45 1
41 48 40
45 12 683
12 4 891
26 37 637
9 38 410
47 30 391
21 8 562
11 16 373
26 45 866
11 9 883
13 48 640
41 3 874
11 25 877
31 13 247
49 1 490
13 41 258
42 43 435
44 18 482
27 39 893
24 16 308
10 43 858
20 39 904
9 4 371
6 4 67
30 14 960
27 46 582
14 18 147
28 21 739
17 11 541
17 40 360
17 32 339
44 42 801
27 43 613
34 48 631
20 24 84
25 36 974
21 45 352
1 33 814
29 26 432
37 12 172
29 22 126
31 33 10
49 22 503
27 31 646
12 24 671
37 31 67
29 9 108
14 44 661
2 18 139
28 23 188
24 25 78
38 36 408
33 34 639
19 6 705
14 16 789
31 17 25
18 17 720
13 39 444
30 27 784
46 42 992
22 25 627
9 48 146
13 27 232
33 17 404
20 3 19
16 28 651
32 11 911
21 29 334
40 42 838
19 3 501
35 16 225
41 15 609
7 1 92
8 43 438
12 30 600
23 21 119
14 34 316
44 29 325
39 17 63
13 18 817
24 3 845
25 31 242
37 40 702
46 28 625
16 12 614
40 13 508
38 6 824
47 28 960
24 43 265
1 17 963
14 37 122
49 24 728
17 20 656
14 46 851
36 37 375
41 27 101
18 9 779
41 24 665
48 6 890
11 8 765
45 16 376
32 21 251
10 40 771
6 5 312
25 5 968
37 42 764
32 20 803
25 40 768
29 46 330
23 22 436
26 15 100
31 39 394
3 20 553
39 46 30
26 17 790
24 26 257
1 20 999
39 35 373
27 13 818
6 30 580
13 3 653
20 26 527
40 18 777
25 10 661
34 20 181
26 42 307
21 25 903
9 24 442
3 1 448
8 13 404
21 43 448
19 9 536
6 14 44
19 15 791
4 19 703
8 29 550
40 21 597
3 44 431
22 2 641
30 11 236
3 36 743
42 7 107
39 16 143
28 48 730
14 12 350
34 30 933
22 20 100
18 2 581
35 46 173
14 29 79
31 7 47
32 44 252
43 45 633
37 44 902
17 27 934
35 30 995
44 12 145
14 22 408
19 4 546
39 24 972
47 22 512
47 49 552
24 44 355
45 19 439
42 16 717
37 22 106
11 39 494
18 33 192
2 43 850
36 11 426
27 37 551
36 12 657
20 13 960
6 29 762
13 4 592
19 31 939
16 2 887
8 48 179
26 7 752
6 24 814
8 25 132
31 18 603
35 17 347
38 26 738
7 33 487
27 12 522
16 49 521
22 8 742
21 28 677
45 34 837
17 16 957
3 21 689
14 31 930
9 6 253
39 20 12
39 10 88
16 18 973
30 46 271
39 3 64
42 20 29
39 2 744
4 40 774
35 36 894
48 42 476
37 27 941
4 11 101
37 35 434
46 13 813
47 2 484
43 21 289
15 30 655
25 3 925
38 46 715
28 24 50
45 15 542
38 17 209
8 11 292
27 45 65
44 40 414
30 8 184
2 6 702
29 13 114
12 26 106
11 48 256
48 38 983
22 29 391
24 49 382
37 11 360
42 24 154
23 34 109
30 12 926
48 7 246
10 7 378
23 26 504
8 19 491
4 10 550
37 18 561
39 12 642
26 31 792
47 43 699
6 40 118
3 7 605
15 13 364
5 32 16
23 14 658
34 25 485
28 6 212
3 9 67
24 19 955
28 19 3
47 48 428
45 13 622
21 3 716
30 17 241
36 40 442
36 24 716
28 9 92
36 41 296
35 40 914
42 17 257
44 32 365
11 26 767
38 15 830
4 32 156
1 18 543
37 30 867
27 19 396
5 48 591
7 23 511
49 20 687
2 1 300
37 46 832
47 8 123
28 3 451
37 16 306
9 11 940
21 48 103
24 35 378
12 19 700
44 34 901
23 40 891
36 17 405
12 37 895
40 43 347
14 41 603
33 10 401
46 47 602
3 25 307
1 29 294
11 42 107
26 20 21
29 28 41
46 29 866
8 2 81
14 28 962
47 46 473
44 28 17
41 36 624
20 6 578
45 1 176
28 12 17
48 41 600
31 46 730
36 2 556
4 34 617
34 5 44
48 5 191
32 39 396
20 27 606
21 39 537
45 28 751
38 12 551
47 29 356
25 34 620
30 49 360
3 27 435
36 33 57
3 17 940
17 45 452
22 21 908
43 36 136
14 17 57
38 10 188
47 31 825
6 1 362
29 43 230
20 15 523
33 32 867
39 26 563
35 18 516
30 25 712
16 46 593
19 44 756
37 45 994
44 16 881
35 2 65
25 17 457
4 14 519
35 27 403
5 22 329
20 12 279
28 25 872
40 41 198
11 35 300
33 9 206
24 14 675
28 1 619
16 38 220
18 4 768
23 29 623
40 34 398
2 49 716
16 35 879
8 30 888
31 9 246
12 23 409
34 23 303
26 30 452
17 28 348
10 1 457
48 45 427
21 40 65
32 45 938
28 20 661
15 37 925
1 6 934
13 46 349
11 37 442
10 32 133
15 22 711
48 21 667
6 35 792
16 27 280
13 44 975
30 32 151
31 11 300
48 19 143
14 23 571
11 34 608
18 25 128
18 16 599
1 8 266
16 42 8
25 41 540
15 20 727
9 42 971
12 48 247
49 46 906
18 47 700
42 28 677
38 31 477
25 14 442
36 14 460
39 42 172
7 12 283
48 40 157
24 40 310
11 6 63
40 11 671
31 1 808
6 31 47
48 46 993
47 39 805
9 45 854
11 20 701
43 29 872
7 5 793
38 11 549
33 46 99
38 14 95
6 12 794
9 18 23
31 26 525
47 25 657
5 2 665
2 42 787
47 19 999
9 33 652
36 31 543
26 43 842
28 32 479
21 41 674
25 29 536
7 32 20
10 20 580
10 31 911
5 7 55
18 40 387
49 39 373
19 39 311
11 10 448
13 49 54
10 41 946
17 7 447
4 8 673
29 35 672
12 45 875
23 4 45
21 12 123
23 25 427
45 37 983
32 4 421
48 25 666
1 23 68
27 16 405
13 21 292
41 34 357
36 10 905
13 43 289
22 30 705
22 31 158
21 42 699
10 17 767
3 8 21
2 40 621
30 33 151
4 7 178
12 5 168
12 36 344
41 9 393
44 21 516
41 14 882
31 48 20
39 36 328
3 10 54
11 2 961
24 22 508
48 16 947
7 18 243
6 42 726
10 45 875
48 2 841
33 49 192
15 14 800
47 42 995
13 26 292
41 40 184
29 7 581
14 48 793
35 25 777
37 1 392
43 42 350
48 20 475
20 2 785
49 13 685
3 16 946
32 14 130
48 23 477
42 8 782
17 43 166
42 10 460
14 21 110
34 27 348
31 43 238
49 21 777
40 16 506
46 18 826
49 9 693
46 22 78
38 16 687
10 19 167
19 33 289
39 49 391
23 28 152
20 42 611
37 32 530
45 21 631
10 26 680
47 6 61
40 29 240
33 43 333
7 25 577
10 3 52
10 47 50
22 43 704
39 15 827
46 35 388
13 36 65
39 11 608
20 37 367
3 29 314
34 35 863
36 18 956
1 49 324
26 29 501
9 44 663
11 3 806
3 19 849
10 4 874
43 11 717
22 9 970
27 23 560
8 37 275
2 3 213
35 11 6
8 46 436
26 5 602
9 10 526
17 35 988
18 24 324
45 4 829
10 16 128
29 6 360
17 9 135
1 31 167
24 32 946
12 49 853
8 18 868
20 47 663
24 34 280
3 26 633
37 33 34
2 41 307
41 20 439
39 37 668
2 10 685
22 14 527
15 49 293
1 3 231
49 17 297
37 43 796
7 10 708
37 29 639
21 49 592
29 36 493
23 32 761
49 47 442
19 37 812
27 24 128
24 13 842
46 8 985
21 5 950
28 4 551
44 20 763
29 1 228
35 1 743
28 15 789
17 44 47
6 27 80
31 47 20
8 3 907
4 22 608
4 5 783
37 15 20
8 45 916
12 3 928
40 7 375
29 16 543
42 29 801
5 28 956
12 39 513
44 8 930
18 11 964
28 27 119
2 39 9
